Rank,Club,Country,Level,Elo,From,To
15,Bayern,FRG,1,1764.61853027,1977-03-04,1977-03-05
18,Bayern,FRG,1,1755.89306641,1977-03-06,1977-03-12
24,Bayern,FRG,1,1741.79577637,1977-03-13,1977-03-16
25,Bayern,FRG,1,1735.27197266,1977-03-17,1977-03-19
25,Bayern,FRG,1,1739.94091797,1977-03-20,1977-03-26
24,Bayern,FRG,1,1743.6138916,1977-03-27,1977-04-01
25,Bayern,FRG,1,1733.78735352,1977-04-02,1977-04-06
25,Bayern,FRG,1,1731.00219727,1977-04-07,1977-04-07
25,Bayern,FRG,1,1737.47277832,1977-04-08,1977-04-09
24,Bayern,FRG,1,1737.47277832,1977-04-10,1977-04-12
23,Bayern,FRG,1,1737.47277832,1977-04-13,1977-04-16
29,Bayern,FRG,1,1719.39978027,1977-04-17,1977-04-20
25,Bayern,FRG,1,1730.96350098,1977-04-21,1977-04-23
25,Bayern,FRG,1,1736.19543457,1977-04-24,1977-04-26
24,Bayern,FRG,1,1736.19543457,1977-04-27,1977-05-01
23,Bayern,FRG,1,1736.19543457,1977-05-02,1977-05-07
20,Bayern,FRG,1,1741.8963623,1977-05-08,1977-05-08
21,Bayern,FRG,1,1741.8963623,1977-05-09,1977-05-11
19,Bayern,FRG,1,1745.72436523,1977-05-12,1977-05-14
22,Bayern,FRG,1,1742.14978027,1977-05-15,1977-05-20
23,Bayern,FRG,1,1742.14978027,1977-05-21,1977-05-21
23,Bayern,FRG,1,1741.39331055,1977-05-22,1977-05-22
22,Bayern,FRG,1,1741.39331055,1977-05-23,1977-05-23
21,Bayern,FRG,1,1741.39331055,1977-05-24,1977-05-25
22,Bayern,FRG,1,1736.96484375,1977-05-26,1977-05-27
23,Bayern,FRG,1,1736.96484375,1977-05-28,1977-05-29
24,Bayern,FRG,1,1736.96484375,1977-05-30,1977-08-06
24,Bayern,FRG,1,1737.62353516,1977-08-07,1977-08-13
23,Bayern,FRG,1,1740.70117188,1977-08-14,1977-08-17
26,Bayern,FRG,1,1732.50012207,1977-08-18,1977-08-20
24,Bayern,FRG,1,1732.50012207,1977-08-21,1977-08-27
30,Bayern,FRG,1,1715.94372559,1977-08-28,1977-08-31
29,Bayern,FRG,1,1718.19567871,1977-09-01,1977-09-03
30,Bayern,FRG,1,1712.88696289,1977-09-04,1977-09-04
29,Bayern,FRG,1,1712.88696289,1977-09-05,1977-09-10
29,Bayern,FRG,1,1718.70776367,1977-09-11,1977-09-13
29,Bayern,FRG,1,1718.71203613,1977-09-14,1977-09-14
29,Bayern,FRG,1,1721.80529785,1977-09-15,1977-09-17
31,Bayern,FRG,1,1715.27636719,1977-09-18,1977-09-24
27,Bayern,FRG,1,1732.80651855,1977-09-25,1977-09-28
28,Bayern,FRG,1,1729.30932617,1977-09-29,1977-10-01
23,Bayern,FRG,1,1734.59472656,1977-10-02,1977-10-04
25,Bayern,FRG,1,1734.59472656,1977-10-05,1977-10-09
26,Bayern,FRG,1,1734.59472656,1977-10-10,1977-10-12
26,Bayern,FRG,1,1740.31408691,1977-10-13,1977-10-19
26,Bayern,FRG,1,1740.2199707,1977-10-20,1977-10-22
28,Bayern,FRG,1,1735.32971191,1977-10-23,1977-10-29
30,Bayern,FRG,1,1717.51977539,1977-10-30,1977-11-02
32,Bayern,FRG,1,1710.36523438,1977-11-03,1977-11-05
37,Bayern,FRG,1,1701.27087402,1977-11-06,1977-11-06
38,Bayern,FRG,1,1701.27087402,1977-11-07,1977-11-12
48,Bayern,FRG,1,1681.32983398,1977-11-13,1977-11-19
46,Bayern,FRG,1,1681.32983398,1977-11-20,1977-11-23
51,Bayern,FRG,1,1670.98620605,1977-11-24,1977-11-26
54,Bayern,FRG,1,1665.85119629,1977-11-27,1977-12-03
50,Bayern,FRG,1,1673.03845215,1977-12-04,1977-12-04
51,Bayern,FRG,1,1673.03845215,1977-12-05,1977-12-07
51,Bayern,FRG,1,1666.38903809,1977-12-08,1977-12-10
48,Bayern,FRG,1,1673.26904297,1977-12-11,1977-12-11
46,Bayern,FRG,1,1673.26904297,1977-12-12,1977-12-17
46,Bayern,FRG,1,1674.10119629,1977-12-18,1977-12-27
45,Bayern,FRG,1,1674.10119629,1977-12-28,1978-01-07
46,Bayern,FRG,1,1670.60803223,1978-01-08,1978-01-14
49,Bayern,FRG,1,1667.40136719,1978-01-15,1978-01-15
50,Bayern,FRG,1,1667.40136719,1978-01-16,1978-01-21
48,Bayern,FRG,1,1672.61047363,1978-01-22,1978-01-22
47,Bayern,FRG,1,1672.61047363,1978-01-23,1978-01-28
50,Bayern,FRG,1,1667.81347656,1978-01-29,1978-01-29
51,Bayern,FRG,1,1667.81347656,1978-01-30,1978-02-03
50,Bayern,FRG,1,1667.81347656,1978-02-04,1978-02-04
44,Bayern,FRG,1,1672.35620117,1978-02-05,1978-02-11
43,Bayern,FRG,1,1681.06713867,1978-02-12,1978-02-12
42,Bayern,FRG,1,1681.06713867,1978-02-13,1978-02-18
44,Bayern,FRG,1,1677.5534668,1978-02-19,1978-02-25
42,Bayern,FRG,1,1684.43286133,1978-02-26,1978-03-01
45,Bayern,FRG,1,1679.0390625,1978-03-02,1978-03-03
46,Bayern,FRG,1,1679.0390625,1978-03-04,1978-03-04
43,Bayern,FRG,1,1682.0435791,1978-03-05,1978-03-11
43,Bayern,FRG,1,1681.52368164,1978-03-12,1978-03-14
44,Bayern,FRG,1,1679.28466797,1978-03-15,1978-03-15
44,Bayern,FRG,1,1682.5357666,1978-03-16,1978-03-18
46,Bayern,FRG,1,1677.76208496,1978-03-19,1978-03-21
47,Bayern,FRG,1,1677.76208496,1978-03-22,1978-03-22
49,Bayern,FRG,1,1677.76208496,1978-03-23,1978-03-25
48,Bayern,FRG,1,1677.76208496,1978-03-26,1978-03-27
47,Bayern,FRG,1,1677.76208496,1978-03-28,1978-03-29
47,Bayern,FRG,1,1677.44299316,1978-03-30,1978-04-01
43,Bayern,FRG,1,1681.68481445,1978-04-02,1978-04-07
42,Bayern,FRG,1,1681.68481445,1978-04-08,1978-04-08
44,Bayern,FRG,1,1683.73681641,1978-04-09,1978-04-12
47,Bayern,FRG,1,1678.2980957,1978-04-13,1978-04-15
45,Bayern,FRG,1,1678.2980957,1978-04-16,1978-04-22
46,Bayern,FRG,1,1683.26049805,1978-04-23,1978-04-23
47,Bayern,FRG,1,1683.26049805,1978-04-24,1978-04-29
51,Bayern,FRG,1,1672.78881836,1978-04-30,1978-05-02
50,Bayern,FRG,1,1672.78881836,1978-05-03,1978-05-07
51,Bayern,FRG,1,1672.78881836,1978-05-08,1978-05-09
50,Bayern,FRG,1,1672.78881836,1978-05-10,1978-05-10
51,Bayern,FRG,1,1672.78881836,1978-05-11,1978-05-11
50,Bayern,FRG,1,1672.78881836,1978-05-12,1978-05-14
51,Bayern,FRG,1,1672.78881836,1978-05-15,1978-05-18
52,Bayern,FRG,1,1672.78881836,1978-05-19,1978-05-21
50,Bayern,FRG,1,1672.78881836,1978-05-22,1978-05-23
49,Bayern,FRG,1,1672.78881836,1978-05-24,1978-05-28
51,Bayern,FRG,1,1672.78881836,1978-05-29,1978-06-03
49,Bayern,FRG,1,1672.78881836,1978-06-04,1978-06-17
50,Bayern,FRG,1,1672.78881836,1978-06-18,1978-06-26
49,Bayern,FRG,1,1672.78881836,1978-06-27,1978-07-01
50,Bayern,FRG,1,1672.78881836,1978-07-02,1978-07-22
51,Bayern,FRG,1,1672.78881836,1978-07-23,1978-08-12
53,Bayern,FRG,1,1668.2442627,1978-08-13,1978-08-19
52,Bayern,FRG,1,1677.73034668,1978-08-20,1978-08-20
51,Bayern,FRG,1,1677.73034668,1978-08-21,1978-08-22
50,Bayern,FRG,1,1677.73034668,1978-08-23,1978-08-23
51,Bayern,FRG,1,1677.73034668,1978-08-24,1978-08-25
50,Bayern,FRG,1,1677.73034668,1978-08-26,1978-08-26
53,Bayern,FRG,1,1673.7019043,1978-08-27,1978-09-02
46,Bayern,FRG,1,1681.04272461,1978-09-03,1978-09-03
45,Bayern,FRG,1,1681.04272461,1978-09-04,1978-09-06
46,Bayern,FRG,1,1681.04272461,1978-09-07,1978-09-09
38,Bayern,FRG,1,1693.23168945,1978-09-10,1978-09-10
39,Bayern,FRG,1,1693.23168945,1978-09-11,1978-09-12
39,Bayern,FRG,1,1694.52954102,1978-09-13,1978-09-13
37,Bayern,FRG,1,1695.38806152,1978-09-14,1978-09-16
34,Bayern,FRG,1,1704.53125,1978-09-17,1978-09-17
33,Bayern,FRG,1,1704.53125,1978-09-18,1978-09-27
33,Bayern,FRG,1,1709.9552002,1978-09-28,1978-09-30
29,Bayern,FRG,1,1719.9666748,1978-10-01,1978-10-06
30,Bayern,FRG,1,1719.9666748,1978-10-07,1978-10-07
27,Bayern,FRG,1,1722.48522949,1978-10-08,1978-10-14
27,Bayern,FRG,1,1725.75793457,1978-10-15,1978-10-18
24,Bayern,FRG,1,1737.58947754,1978-10-19,1978-10-21
25,Bayern,FRG,1,1731.5267334,1978-10-22,1978-10-23
26,Bayern,FRG,1,1731.5267334,1978-10-24,1978-10-28
26,Bayern,FRG,1,1727.20666504,1978-10-29,1978-11-01
23,Bayern,FRG,1,1738.41345215,1978-11-02,1978-11-04
25,Bayern,FRG,1,1743.47351074,1978-11-05,1978-11-11
26,Bayern,FRG,1,1736.69494629,1978-11-12,1978-11-18
27,Bayern,FRG,1,1732.81542969,1978-11-19,1978-11-19
28,Bayern,FRG,1,1732.81542969,1978-11-20,1978-11-22
27,Bayern,FRG,1,1734.35339355,1978-11-23,1978-11-25
27,Bayern,FRG,1,1738.1496582,1978-11-26,1978-11-26
25,Bayern,FRG,1,1738.1496582,1978-11-27,1978-12-06
26,Bayern,FRG,1,1739.96508789,1978-12-07,1978-12-09
31,Bayern,FRG,1,1729.27282715,1978-12-10,1978-12-16
32,Bayern,FRG,1,1719.89477539,1978-12-17,1978-12-26
33,Bayern,FRG,1,1719.89477539,1978-12-27,1978-12-30
32,Bayern,FRG,1,1719.89477539,1978-12-31,1979-01-06
31,Bayern,FRG,1,1719.89477539,1979-01-07,1979-01-21
30,Bayern,FRG,1,1719.89477539,1979-01-22,1979-01-27
28,Bayern,FRG,1,1724.4387207,1979-01-28,1979-02-03
29,Bayern,FRG,1,1720.80480957,1979-02-04,1979-02-10
26,Bayern,FRG,1,1728.26416016,1979-02-11,1979-02-28
27,Bayern,FRG,1,1728.26416016,1979-03-01,1979-03-06
27,Bayern,FRG,1,1727.41821289,1979-03-07,1979-03-07
25,Bayern,FRG,1,1728.1829834,1979-03-08,1979-03-10
37,Bayern,FRG,1,1700.79528809,1979-03-11,1979-03-13
38,Bayern,FRG,1,1700.79528809,1979-03-14,1979-03-14
36,Bayern,FRG,1,1700.79528809,1979-03-15,1979-03-16
37,Bayern,FRG,1,1700.79528809,1979-03-17,1979-03-17
33,Bayern,FRG,1,1703.89648438,1979-03-18,1979-03-18
34,Bayern,FRG,1,1703.89648438,1979-03-19,1979-03-20
36,Bayern,FRG,1,1703.89648438,1979-03-21,1979-03-21
33,Bayern,FRG,1,1717.14929199,1979-03-22,1979-03-22
32,Bayern,FRG,1,1719.2355957,1979-03-23,1979-03-24
21,Bayern,FRG,1,1753.48193359,1979-03-25,1979-03-25
20,Bayern,FRG,1,1753.48193359,1979-03-26,1979-03-28
19,Bayern,FRG,1,1753.48193359,1979-03-29,1979-03-31
18,Bayern,FRG,1,1753.48193359,1979-04-01,1979-04-04
18,Bayern,FRG,1,1760.86401367,1979-04-05,1979-04-07
13,Bayern,FRG,1,1770.9979248,1979-04-08,1979-04-10
15,Bayern,FRG,1,1770.7166748,1979-04-11,1979-04-11
11,Bayern,FRG,1,1775.90942383,1979-04-12,1979-04-12
12,Bayern,FRG,1,1773.30981445,1979-04-13,1979-04-15
13,Bayern,FRG,1,1773.30981445,1979-04-16,1979-04-16
16,Bayern,FRG,1,1773.30981445,1979-04-17,1979-04-18
11,Bayern,FRG,1,1776.76538086,1979-04-19,1979-04-21
8,Bayern,FRG,1,1789.4342041,1979-04-22,1979-04-24
9,Bayern,FRG,1,1786.09204102,1979-04-25,1979-04-25
12,Bayern,FRG,1,1779.1640625,1979-04-26,1979-04-29
13,Bayern,FRG,1,1779.1640625,1979-04-30,1979-05-01
12,Bayern,FRG,1,1779.1640625,1979-05-02,1979-05-05
10,Bayern,FRG,1,1788.69665527,1979-05-06,1979-05-08
11,Bayern,FRG,1,1780.04797363,1979-05-09,1979-05-09
10,Bayern,FRG,1,1782.49768066,1979-05-10,1979-05-12
10,Bayern,FRG,1,1786.84301758,1979-05-13,1979-05-16
12,Bayern,FRG,1,1783.70678711,1979-05-17,1979-05-17
11,Bayern,FRG,1,1783.70678711,1979-05-18,1979-05-19
13,Bayern,FRG,1,1771.46228027,1979-05-20,1979-05-20
12,Bayern,FRG,1,1771.46228027,1979-05-21,1979-05-23
12,Bayern,FRG,1,1771.8458252,1979-05-24,1979-06-02
17,Bayern,FRG,1,1767.7746582,1979-06-03,1979-06-09
11,Bayern,FRG,1,1781.07629395,1979-06-10,1979-08-11
10,Bayern,FRG,1,1783.89819336,1979-08-12,1979-08-18
9,Bayern,FRG,1,1785.13977051,1979-08-19,1979-08-21
10,Bayern,FRG,1,1785.13977051,1979-08-22,1979-08-22
11,Bayern,FRG,1,1785.13977051,1979-08-23,1979-08-25
9,Bayern,FRG,1,1785.13977051,1979-08-26,1979-08-28
10,Bayern,FRG,1,1783.45300293,1979-08-29,1979-09-01
11,Bayern,FRG,1,1783.45300293,1979-09-02,1979-09-05
11,Bayern,FRG,1,1779.22277832,1979-09-06,1979-09-08
9,Bayern,FRG,1,1788.51208496,1979-09-09,1979-09-09
8,Bayern,FRG,1,1788.51208496,1979-09-10,1979-09-15
12,Bayern,FRG,1,1782.5892334,1979-09-16,1979-09-19
8,Bayern,FRG,1,1794.36694336,1979-09-20,1979-09-22
6,Bayern,FRG,1,1804.43518066,1979-09-23,1979-10-03
8,Bayern,FRG,1,1797.53234863,1979-10-04,1979-10-06
7,Bayern,FRG,1,1802.99633789,1979-10-07,1979-10-20
8,Bayern,FRG,1,1798.13098145,1979-10-21,1979-10-24
7,Bayern,FRG,1,1796.98974609,1979-10-25,1979-10-27
9,Bayern,FRG,1,1786.00732422,1979-10-28,1979-10-28
10,Bayern,FRG,1,1786.00732422,1979-10-29,1979-11-01
8,Bayern,FRG,1,1796.38684082,1979-11-02,1979-11-03
7,Bayern,FRG,1,1811.0032959,1979-11-04,1979-11-07
7,Bayern,FRG,1,1813.27697754,1979-11-08,1979-11-10
8,Bayern,FRG,1,1816.41955566,1979-11-11,1979-11-17
5,Bayern,FRG,1,1823.16772461,1979-11-18,1979-11-24
4,Bayern,FRG,1,1827.81774902,1979-11-25,1979-11-28
3,Bayern,FRG,1,1842.35681152,1979-11-29,1979-12-01
3,Bayern,FRG,1,1856.94494629,1979-12-02,1979-12-08
3,Bayern,FRG,1,1866.06286621,1979-12-09,1979-12-12
3,Bayern,FRG,1,1868.71472168,1979-12-13,1979-12-15
3,Bayern,FRG,1,1867.98303223,1979-12-16,1980-01-19
3,Bayern,FRG,1,1858.86413574,1980-01-20,1980-01-26
3,Bayern,FRG,1,1862.9576416,1980-01-27,1980-02-02
4,Bayern,FRG,1,1857.45910645,1980-02-03,1980-02-09
4,Bayern,FRG,1,1862.87011719,1980-02-10,1980-02-23
3,Bayern,FRG,1,1867.03869629,1980-02-24,1980-03-01
3,Bayern,FRG,1,1865.77392578,1980-03-02,1980-03-05
3,Bayern,FRG,1,1872.66638184,1980-03-06,1980-03-08
3,Bayern,FRG,1,1876.10375977,1980-03-09,1980-03-15
3,Bayern,FRG,1,1878.21008301,1980-03-16,1980-03-19
3,Bayern,FRG,1,1892.63183594,1980-03-20,1980-03-22
3,Bayern,FRG,1,1897.80297852,1980-03-23,1980-03-29
2,Bayern,FRG,1,1912.08984375,1980-03-30,1980-04-09
2,Bayern,FRG,1,1912.41430664,1980-04-10,1980-04-12
2,Bayern,FRG,1,1916.85046387,1980-04-13,1980-04-19
2,Bayern,FRG,1,1923.73266602,1980-04-20,1980-04-21
2,Bayern,FRG,1,1896.93212891,1980-04-22,1980-04-23
2,Bayern,FRG,1,1903.2791748,1980-04-24,1980-05-03
2,Bayern,FRG,1,1894.8651123,1980-05-04,1980-05-10
2,Bayern,FRG,1,1899.38806152,1980-05-11,1980-05-17
2,Bayern,FRG,1,1904.38378906,1980-05-18,1980-05-24
2,Bayern,FRG,1,1919.24084473,1980-05-25,1980-05-28
2,Bayern,FRG,1,1914.77307129,1980-05-29,1980-05-31
2,Bayern,FRG,1,1915.97595215,1980-06-01,1980-08-16
2,Bayern,FRG,1,1924.8782959,1980-08-17,1980-08-19
1,Bayern,FRG,1,1927.77807617,1980-08-20,1980-08-20
2,Bayern,FRG,1,1927.77807617,1980-08-21,1980-08-23
2,Bayern,FRG,1,1913.34753418,1980-08-24,1980-09-03
2,Bayern,FRG,1,1916.35510254,1980-09-04,1980-09-06
2,Bayern,FRG,1,1922.11938477,1980-09-07,1980-09-13
2,Bayern,FRG,1,1924.88305664,1980-09-14,1980-09-16
2,Bayern,FRG,1,1924.89038086,1980-09-17,1980-09-17
2,Bayern,FRG,1,1924.3885498,1980-09-18,1980-09-20
2,Bayern,FRG,1,1933.89953613,1980-09-21,1980-09-24
2,Bayern,FRG,1,1933.9017334,1980-09-25,1980-09-27
2,Bayern,FRG,1,1938.86901855,1980-09-28,1980-10-01
2,Bayern,FRG,1,1944.11230469,1980-10-02,1980-10-14
2,Bayern,FRG,1,1951.71569824,1980-10-15,1980-10-18
2,Bayern,FRG,1,1954.28344727,1980-10-19,1980-10-22
2,Bayern,FRG,1,1946.51049805,1980-10-23,1980-10-25
2,Bayern,FRG,1,1952.06542969,1980-10-26,1980-10-31
2,Bayern,FRG,1,1953.58312988,1980-11-01,1980-11-05
2,Bayern,FRG,1,1963.07080078,1980-11-06,1980-11-08
2,Bayern,FRG,1,1953.15856934,1980-11-09,1980-11-15
2,Bayern,FRG,1,1946.68566895,1980-11-16,1980-11-26
1,Bayern,FRG,1,1929.64013672,1980-11-27,1980-11-29
1,Bayern,FRG,1,1929.91955566,1980-11-30,1980-12-06
1,Bayern,FRG,1,1933.53601074,1980-12-07,1980-12-10
1,Bayern,FRG,1,1927.97875977,1980-12-11,1980-12-13
1,Bayern,FRG,1,1924.89758301,1980-12-14,1981-01-17
1,Bayern,FRG,1,1916.89855957,1981-01-18,1981-01-24
1,Bayern,FRG,1,1916.54138184,1981-01-25,1981-02-07
1,Bayern,FRG,1,1918.07128906,1981-02-08,1981-02-14
1,Bayern,FRG,1,1915.15161133,1981-02-15,1981-02-21
1,Bayern,FRG,1,1917.69677734,1981-02-22,1981-03-04
1,Bayern,FRG,1,1918.78540039,1981-03-05,1981-03-07
2,Bayern,FRG,1,1900.73999023,1981-03-08,1981-03-14
2,Bayern,FRG,1,1895.68127441,1981-03-15,1981-03-18
2,Bayern,FRG,1,1900.61608887,1981-03-19,1981-03-21
2,Bayern,FRG,1,1904.84448242,1981-03-22,1981-03-28
1,Bayern,FRG,1,1896.89855957,1981-03-29,1981-04-04
1,Bayern,FRG,1,1907.92150879,1981-04-05,1981-04-08
1,Bayern,FRG,1,1913.71240234,1981-04-09,1981-04-11
1,Bayern,FRG,1,1916.45898438,1981-04-12,1981-04-16
1,Bayern,FRG,1,1921.8782959,1981-04-17,1981-04-22
1,Bayern,FRG,1,1897.11669922,1981-04-23,1981-05-09
1,Bayern,FRG,1,1902.68664551,1981-05-10,1981-05-16
1,Bayern,FRG,1,1915.94702148,1981-05-17,1981-05-30
1,Bayern,FRG,1,1921.8236084,1981-05-31,1981-06-06
1,Bayern,FRG,1,1934.36547852,1981-06-07,1981-06-13
1,Bayern,FRG,1,1935.93334961,1981-06-14,1981-08-08
1,Bayern,FRG,1,1938.67053223,1981-08-09,1981-08-15
1,Bayern,FRG,1,1942.24462891,1981-08-16,1981-08-22
1,Bayern,FRG,1,1944.59570312,1981-08-23,1981-08-26
1,Bayern,FRG,1,1948.78845215,1981-08-27,1981-09-08
1,Bayern,FRG,1,1950.99121094,1981-09-09,1981-09-12
1,Bayern,FRG,1,1935.06860352,1981-09-13,1981-09-16
1,Bayern,FRG,1,1924.05358887,1981-09-17,1981-09-19
1,Bayern,FRG,1,1928.28283691,1981-09-20,1981-09-26
1,Bayern,FRG,1,1915.44628906,1981-09-27,1981-09-30
1,Bayern,FRG,1,1915.63195801,1981-10-01,1981-10-03
1,Bayern,FRG,1,1907.42797852,1981-10-04,1981-10-17
1,Bayern,FRG,1,1892.76086426,1981-10-18,1981-10-20
1,Bayern,FRG,1,1893.5625,1981-10-21,1981-10-21
1,Bayern,FRG,1,1892.78796387,1981-10-22,1981-10-24
1,Bayern,FRG,1,1895.04919434,1981-10-25,1981-10-31
1,Bayern,FRG,1,1886.03979492,1981-11-01,1981-11-03
1,Bayern,FRG,1,1871.95727539,1981-11-04,1981-11-04
1,Bayern,FRG,1,1885.71118164,1981-11-05,1981-11-07
1,Bayern,FRG,1,1888.15026855,1981-11-08,1981-11-14
1,Bayern,FRG,1,1902.70410156,1981-11-15,1981-11-25
1,Bayern,FRG,1,1901.5760498,1981-11-26,1981-11-28
1,Bayern,FRG,1,1895.0234375,1981-11-29,1981-12-09
1,Bayern,FRG,1,1901.12719727,1981-12-10,1981-12-12
1,Bayern,FRG,1,1906.39562988,1981-12-13,1981-12-19
1,Bayern,FRG,1,1908.30847168,1981-12-20,1982-01-16
1,Bayern,FRG,1,1915.09973145,1982-01-17,1982-01-23
1,Bayern,FRG,1,1916.57385254,1982-01-24,1982-02-06
1,Bayern,FRG,1,1919.61804199,1982-02-07,1982-02-13
1,Bayern,FRG,1,1901.19348145,1982-02-14,1982-02-27
1,Bayern,FRG,1,1903.92102051,1982-02-28,1982-03-03
1,Bayern,FRG,1,1901.62304688,1982-03-04,1982-03-06
1,Bayern,FRG,1,1894.55627441,1982-03-07,1982-03-13
1,Bayern,FRG,1,1898.15002441,1982-03-14,1982-03-17
1,Bayern,FRG,1,1907.96679688,1982-03-18,1982-03-30
1,Bayern,FRG,1,1917.80395508,1982-03-31,1982-04-03
1,Bayern,FRG,1,1911.92883301,1982-04-04,1982-04-07
1,Bayern,FRG,1,1906.8807373,1982-04-08,1982-04-17
2,Bayern,FRG,1,1898.25927734,1982-04-18,1982-04-21
2,Bayern,FRG,1,1903.7644043,1982-04-22,1982-04-24
2,Bayern,FRG,1,1892.54504395,1982-04-25,1982-04-28
2,Bayern,FRG,1,1896.95446777,1982-04-29,1982-05-05
2,Bayern,FRG,1,1896.0949707,1982-05-06,1982-05-08
2,Bayern,FRG,1,1898.82580566,1982-05-09,1982-05-15
2,Bayern,FRG,1,1884.74914551,1982-05-16,1982-05-18
2,Bayern,FRG,1,1874.19299316,1982-05-19,1982-05-19
2,Bayern,FRG,1,1857.82678223,1982-05-20,1982-05-21
2,Bayern,FRG,1,1860.01660156,1982-05-22,1982-05-26
3,Bayern,FRG,1,1844.97644043,1982-05-27,1982-05-29
3,Bayern,FRG,1,1833.2722168,1982-05-30,1982-08-21
3,Bayern,FRG,1,1827.23083496,1982-08-22,1982-08-24
3,Bayern,FRG,1,1828.99707031,1982-08-25,1982-09-01
2,Bayern,FRG,1,1843.03295898,1982-09-02,1982-09-04
2,Bayern,FRG,1,1846.45361328,1982-09-05,1982-09-07
3,Bayern,FRG,1,1846.45361328,1982-09-08,1982-09-11
2,Bayern,FRG,1,1857.27563477,1982-09-12,1982-09-15
3,Bayern,FRG,1,1860.87609863,1982-09-16,1982-09-18
3,Bayern,FRG,1,1864.83874512,1982-09-19,1982-09-25
3,Bayern,FRG,1,1863.24560547,1982-09-26,1982-09-29
3,Bayern,FRG,1,1856.05114746,1982-09-30,1982-10-02
3,Bayern,FRG,1,1849.04003906,1982-10-03,1982-10-06
3,Bayern,FRG,1,1849.29870605,1982-10-07,1982-10-09
2,Bayern,FRG,1,1845.73852539,1982-10-10,1982-10-20
2,Bayern,FRG,1,1852.87768555,1982-10-21,1982-10-23
2,Bayern,FRG,1,1853.07897949,1982-10-24,1982-10-30
2,Bayern,FRG,1,1859.8215332,1982-10-31,1982-11-03
2,Bayern,FRG,1,1873.42199707,1982-11-04,1982-11-06
2,Bayern,FRG,1,1881.52648926,1982-11-07,1982-11-13
2,Bayern,FRG,1,1868.77148438,1982-11-14,1982-11-20
2,Bayern,FRG,1,1863.01086426,1982-11-21,1982-11-24
2,Bayern,FRG,1,1862.02246094,1982-11-25,1982-11-27
2,Bayern,FRG,1,1867.70593262,1982-11-28,1982-12-05
2,Bayern,FRG,1,1872.92565918,1982-12-06,1982-12-08
2,Bayern,FRG,1,1866.19763184,1982-12-09,1982-12-11
2,Bayern,FRG,1,1867.67407227,1982-12-12,1983-01-22
3,Bayern,FRG,1,1862.11071777,1983-01-23,1983-01-29
2,Bayern,FRG,1,1869.78881836,1983-01-30,1983-02-05
3,Bayern,FRG,1,1872.28942871,1983-02-06,1983-02-19
3,Bayern,FRG,1,1869.48010254,1983-02-20,1983-02-26
3,Bayern,FRG,1,1872.73010254,1983-02-27,1983-03-02
2,Bayern,FRG,1,1866.19250488,1983-03-03,1983-03-05
3,Bayern,FRG,1,1858.40319824,1983-03-06,1983-03-12
3,Bayern,FRG,1,1861.81933594,1983-03-13,1983-03-16
2,Bayern,FRG,1,1847.625,1983-03-17,1983-03-19
2,Bayern,FRG,1,1846.60571289,1983-03-20,1983-03-26
2,Bayern,FRG,1,1851.45812988,1983-03-27,1983-04-06
2,Bayern,FRG,1,1853.06542969,1983-04-07,1983-04-09
2,Bayern,FRG,1,1855.36584473,1983-04-10,1983-04-16
2,Bayern,FRG,1,1858.50683594,1983-04-17,1983-04-20
2,Bayern,FRG,1,1859.10852051,1983-04-21,1983-04-30
2,Bayern,FRG,1,1861.34094238,1983-05-01,1983-05-07
2,Bayern,FRG,1,1853.79614258,1983-05-08,1983-05-14
3,Bayern,FRG,1,1840.93103027,1983-05-15,1983-05-21
3,Bayern,FRG,1,1843.22546387,1983-05-22,1983-05-25
3,Bayern,FRG,1,1845.13696289,1983-05-26,1983-05-28
4,Bayern,FRG,1,1829.44165039,1983-05-29,1983-06-04
5,Bayern,FRG,1,1835.94848633,1983-06-05,1983-08-13
4,Bayern,FRG,1,1837.72546387,1983-08-14,1983-08-20
2,Bayern,FRG,1,1848.45336914,1983-08-21,1983-08-23
3,Bayern,FRG,1,1841.14074707,1983-08-24,1983-08-24
2,Bayern,FRG,1,1841.14074707,1983-08-25,1983-08-31
3,Bayern,FRG,1,1846.36755371,1983-09-01,1983-09-03
4,Bayern,FRG,1,1842.13769531,1983-09-04,1983-09-10
2,Bayern,FRG,1,1848.3347168,1983-09-11,1983-09-14
2,Bayern,FRG,1,1841.28015137,1983-09-15,1983-09-17
2,Bayern,FRG,1,1844.52575684,1983-09-18,1983-09-24
2,Bayern,FRG,1,1831.87182617,1983-09-25,1983-09-28
3,Bayern,FRG,1,1824.70031738,1983-09-29,1983-10-01
3,Bayern,FRG,1,1829.8314209,1983-10-02,1983-10-15
3,Bayern,FRG,1,1821.98608398,1983-10-16,1983-10-19
4,Bayern,FRG,1,1811.6640625,1983-10-20,1983-10-22
4,Bayern,FRG,1,1807.15136719,1983-10-23,1983-10-29
4,Bayern,FRG,1,1808.98522949,1983-10-30,1983-11-02
11,Bayern,FRG,1,1776.18688965,1983-11-03,1983-11-05
10,Bayern,FRG,1,1775.4050293,1983-11-06,1983-11-12
8,Bayern,FRG,1,1780.71643066,1983-11-13,1983-11-13
9,Bayern,FRG,1,1780.71643066,1983-11-14,1983-11-20
10,Bayern,FRG,1,1780.71643066,1983-11-21,1983-11-22
9,Bayern,FRG,1,1780.71643066,1983-11-23,1983-11-23
